npi,pagerank,indegree,outdegree,community_id,doctor_self_pats,total_pats_in_community,total_doctors_in_community,total_links_in_community
1658302360,7.395107707728865e-05,0.0,1.0,236,2,10,4,3
4902260259,0.00019990821890731567,2.0,1.0,236,8,10,4,3
1658318202,0.00013056548288923917,1.0,1.0,123,10,631,78,136
1659048475,7.395107707728865e-05,0.0,1.0,237,4,4,2,1
6392997091,0.00013692964799230217,1.0,0.0,237,2,4,2,1
1659589387,7.395107707728865e-05,0.0,1.0,238,2,8,4,3
3952409105,0.00016841893344980892,2.0,0.0,238,2,8,4,3
1661404600,7.395107707728865e-05,0.0,3.0,106,13,356,37,87
3360484816,0.0005344150209763711,10.0,5.0,106,36,356,37,87
1664778768,7.395107707728865e-05,0.0,1.0,239,2,8,2,1
1175510209,0.00013692964799230217,1.0,0.0,239,8,8,2,1
1669443837,7.395107707728865e-05,0.0,2.0,240,12,51,6,6
2187618190,0.00010544036253479542,1.0,1.0,240,6,51,6,6
2367191660,0.0002767773062216057,4.0,2.0,240,26,51,6,6
1675753794,0.00011523629594038485,1.0,3.0,62,9,747,30,32
3514830178,0.00014793269622415226,2.0,2.0,62,16,747,30,32
4791887721,0.000169616113894894,2.0,1.0,62,9,747,30,32
8858045119,0.00010664747736105605,1.0,0.0,62,4,747,30,32
1679808833,0.00013692964799230217,1.0,1.0,19,13,1295,117,246
1687534890,7.395107707728865e-05,0.0,1.0,241,3,22,3,2
5964319582,0.00019990821890731567,2.0,0.0,241,15,22,3,2
1690825252,7.395107707728865e-05,0.0,3.0,106,5,356,37,87
2989467602,0.00047732013011667665,7.0,7.0,106,19,356,37,87
1691004220,0.00012098371595308945,1.0,1.0,26,5,799,102,138
0550174252,0.00022402096180612103,2.0,0.0,26,3,799,102,138
1691328395,7.395107707728865e-05,0.0,1.0,242,3,6,2,1
6202649705,0.00013692964799230217,1.0,0.0,242,5,6,2,1
1695104768,0.00016620428232306056,1.0,1.0,243,4,81,11,11
7842945883,0.00021514909319864914,1.0,2.0,243,18,81,11,11
1696414794,0.0001731308083587149,1.0,2.0,19,7,1295,117,246
1705807383,7.395107707728865e-05,0.0,1.0,63,3,1162,54,55
1716912790,0.00015800071744668853,2.0,2.0,244,9,374,29,72
1717809113,7.395107707728865e-05,0.0,1.0,63,4,1162,54,55
1720217118,7.395107707728865e-05,0.0,1.0,245,5,9,3,2
4958111664,0.00019990821890731567,2.0,0.0,245,5,9,3,2
9039897438,0.00017337987445478715,1.0,0.0,103,3,820,70,104
1724887761,7.395107707728865e-05,0.0,1.0,41,8,891,100,119
1726647993,7.395107707728865e-05,0.0,1.0,111,5,1070,128,210
1733948603,7.395107707728865e-05,0.0,2.0,160,6,336,40,54
5253257539,0.0001726958857230341,1.0,0.0,74,2,374,40,47
1742120367,7.395107707728865e-05,0.0,1.0,112,2,480,37,60
1750678239,0.00011424092104103846,1.0,1.0,19,15,1295,117,246
9963400954,0.0002053573244688468,2.0,2.0,19,15,1295,117,246
1755885673,7.395107707728865e-05,0.0,1.0,11,2,530,36,77
1756755873,7.395107707728865e-05,0.0,1.0,62,2,747,30,32
1758397045,0.00017156575996072902,2.0,2.0,3,17,848,55,83
8207875465,0.00045138645388883414,6.0,8.0,3,38,848,55,83
1760966047,7.395107707728865e-05,0.0,1.0,12,7,26,5,4
4213901848,0.00025359368307144666,2.0,1.0,12,9,26,5,4
1765360963,0.00019061511215643317,1.0,2.0,246,10,21,4,3
3514050046,0.0001552296764427826,1.0,0.0,246,3,21,4,3
1768376260,7.395107707728865e-05,0.0,1.0,247,15,24,2,1
0296971039,0.00013692964799230217,1.0,0.0,247,11,24,2,1
1772827628,7.395107707728865e-05,0.0,1.0,248,5,57,8,8
5115680245,0.0002687175704821609,3.0,0.0,248,12,57,8,8
1774283322,0.00016324303513486928,2.0,1.0,94,15,218,25,29
1777063241,7.395107707728865e-05,0.0,1.0,249,2,17,5,5
2672393477,0.0004109283367010034,3.0,2.0,249,7,17,5,5
1777299504,7.395107707728865e-05,0.0,1.0,45,4,712,20,20
1780084167,7.395107707728865e-05,0.0,1.0,42,6,434,77,97
2493475392,0.00020206136848345828,2.0,4.0,42,32,434,77,97
1783338055,7.395107707728865e-05,0.0,1.0,112,2,480,37,60
1783906348,7.395107707728865e-05,0.0,1.0,105,3,1061,61,68
1784573273,0.00023139750436482242,3.0,1.0,42,16,434,77,97
1787656015,7.395107707728865e-05,0.0,1.0,56,9,384,30,39
1788256439,0.0002151578070376297,2.0,3.0,123,20,631,78,136
3436042328,0.0005874717067238811,7.0,4.0,123,28,631,78,136
6323989688,0.0004986845919076736,5.0,5.0,123,58,631,78,136
1788464790,7.395107707728865e-05,0.0,1.0,250,4,6,2,1
5843083213,0.00013692964799230217,1.0,0.0,250,4,6,2,1
1795480899,0.0002737127076912775,3.0,4.0,122,37,61,12,11
0103942673,0.00024900593754366353,2.0,0.0,122,5,61,12,11
4060943766,0.00013234190246451906,1.0,0.0,122,4,61,12,11
4356060793,0.00013234190246451906,1.0,0.0,122,2,61,12,11
8777126436,0.00013234190246451906,1.0,1.0,122,9,61,12,11
1800695384,0.00031043836772536184,4.0,2.0,61,14,592,40,46
1807614603,7.395107707728865e-05,0.0,1.0,122,5,61,12,11
1808727603,7.395107707728865e-05,0.0,1.0,49,3,1240,85,205
1808766025,7.395107707728865e-05,0.0,1.0,251,8,10,2,1
2641180149,0.00013692964799230217,1.0,0.0,251,4,10,2,1
1810854558,0.00015553422349815385,1.0,1.0,112,14,480,37,60
8414304567,0.000643694606092614,5.0,8.0,112,29,480,37,60
1814315739,7.395107707728865e-05,0.0,1.0,252,4,51,7,6
8860288959,0.0002609248872960783,3.0,1.0,252,12,51,7,6
1816254222,7.395107707728865e-05,0.0,1.0,253,2,58,16,20
8129949484,0.0007713236091844813,7.0,9.0,253,23,58,16,20
3361416181,0.00011910193580773836,1.0,0.0,93,6,425,16,15
4705845198,0.00011910193580773836,1.0,0.0,93,4,425,16,15
4929285149,0.00018208050672275186,2.0,1.0,84,12,498,53,65
7397200026,0.00011910193580773836,1.0,0.0,93,2,425,16,15
8179917138,0.00023576597088688286,2.0,0.0,93,6,425,16,15
1817000053,7.395107707728865e-05,0.0,1.0,117,3,130,36,44
1817089981,7.395107707728865e-05,0.0,1.0,10,4,307,53,59
1817151262,7.395107707728865e-05,0.0,1.0,109,18,667,66,71
1821776564,0.0001230679233456599,1.0,1.0,117,3,130,36,44
1821952575,0.00011755458093822826,1.0,1.0,15,5,892,102,132
1825201484,7.395107707728865e-05,0.0,1.0,89,2,678,39,40
1827392625,0.00014918833310027135,1.0,3.0,117,9,130,36,44
6609237527,0.00011652641668563108,1.0,0.0,117,3,130,36,44
8626812253,0.00022101202765695564,2.0,1.0,117,11,130,36,44
1836878518,7.395107707728865e-05,0.0,2.0,170,6,65,13,12
3234745587,0.00010544036253479542,1.0,0.0,170,3,65,13,12
9978832951,0.00017982681828934363,2.0,0.0,170,5,65,13,12
1837457158,7.395107707728865e-05,0.0,1.0,254,3,8,2,1
8905046790,0.00013692964799230217,1.0,0.0,254,7,8,2,1
1842151248,0.00012986729796018922,1.0,2.0,61,11,592,40,46
3510608870,0.0002560117760230166,3.0,1.0,61,16,592,40,46
6887163653,0.0001301397362107352,1.0,0.0,111,3,1070,128,210
7908137877,0.0001301397362107352,1.0,1.0,111,3,1070,128,210
1842275440,7.395107707728865e-05,0.0,1.0,123,2,631,78,136
1848534533,0.00035307392839118904,5.0,3.0,10,27,307,53,59
5759049693,0.0011076897776940444,5.0,1.0,10,9,307,53,59
7739371022,0.00017444175419511658,1.0,0.0,10,5,307,53,59
9177928147,0.00017444175419511658,1.0,0.0,10,4,307,53,59
1848965274,7.395107707728865e-05,0.0,1.0,215,2,23,6,5
1853416423,0.00018695600322452671,2.0,3.0,41,6,891,100,119
3596482320,0.00017708001747258992,2.0,0.0,41,2,891,100,119
6619789216,0.0001270536622403654,1.0,0.0,41,3,891,100,119
1853868487,0.00010544036253479542,1.0,1.0,255,5,18,4,3
1361726304,0.00016377238007436767,1.0,0.0,255,4,18,4,3
1855226169,7.395107707728865e-05,0.0,2.0,256,5,11,3,2
3057612587,0.00010544036253479542,1.0,0.0,256,8,11,3,2
3066415187,0.00010544036253479542,1.0,0.0,256,2,11,3,2
1855279450,7.395107707728865e-05,0.0,1.0,257,6,9,2,1
8525015161,0.00013692964799230217,1.0,0.0,257,5,9,2,1
1859854707,7.395107707728865e-05,0.0,1.0,41,6,891,100,119
9132809344,0.0002499345741395402,3.0,1.0,41,8,891,100,119
1860865933,0.0003155648718606885,4.0,1.0,258,4,55,8,9
1861654549,7.395107707728865e-05,0.0,1.0,259,2,4,2,1
5608575477,0.00013692964799230217,1.0,0.0,259,4,4,2,1
1863223403,0.00020447210729330752,3.0,4.0,22,19,40,8,9
6386505079,0.00011749836249103286,1.0,0.0,22,4,40,8,9
9146004253,0.00011749836249103286,1.0,0.0,22,4,40,8,9
5524744268,0.00025217486869950906,2.0,0.0,37,8,236,34,42
1866868023,7.395107707728865e-05,0.0,1.0,26,2,799,102,138
1868210249,7.395107707728865e-05,0.0,1.0,105,4,1061,61,68
1868953701,7.395107707728865e-05,0.0,1.0,139,7,349,31,35
1870887196,7.395107707728865e-05,0.0,1.0,149,6,15,3,2
1872162536,7.395107707728865e-05,0.0,1.0,43,3,845,92,136
1872487106,7.395107707728865e-05,0.0,1.0,182,3,20,8,7
1874552565,7.395107707728865e-05,0.0,1.0,32,9,543,46,80
1879685363,7.395107707728865e-05,0.0,1.0,26,13,799,102,138
1880927562,0.00013056548288923917,1.0,1.0,123,4,631,78,136
1065541245,0.00018509309056496078,1.0,0.0,123,2,631,78,136
1882944084,0.00013908279756844473,1.0,1.0,42,9,434,77,97
1886389466,7.395107707728865e-05,0.0,1.0,105,2,1061,61,68
1891490902,7.395107707728865e-05,0.0,1.0,260,5,12,2,1
1713351231,0.00013692964799230217,1.0,0.0,260,9,12,2,1
1913173958,0.00012389624819294435,1.0,2.0,43,23,845,92,136
5946141907,0.0003147189345443881,1.0,0.0,110,4,306,29,37
1919522156,7.395107707728865e-05,0.0,1.0,49,6,1240,85,205
1924056137,7.395107707728865e-05,0.0,1.0,73,2,212,29,31
4348285186,0.00019369201791991775,2.0,7.0,73,50,212,29,31
1930636927,7.395107707728865e-05,0.0,1.0,192,2,62,8,7
1935669725,7.395107707728865e-05,0.0,4.0,70,15,395,39,56
2277668990,0.00022049703116015063,4.0,0.0,70,4,395,39,56
6700186094,0.0002075423861992904,3.0,0.0,70,16,395,39,56
7234907498,0.0002093929710247041,4.0,16.0,17,48,1130,84,198
1935831612,0.0004585651629607196,5.0,2.0,60,27,320,30,36
1942863134,7.395107707728865e-05,0.0,2.0,74,25,374,40,47
1950235205,7.395107707728865e-05,0.0,1.0,120,2,13,4,4
1950733737,0.0001800906677876018,1.0,2.0,99,9,199,28,32
4255746572,0.0003737691304203587,5.0,3.0,99,28,199,28,32
1951322216,7.395107707728865e-05,0.0,1.0,50,3,39,9,9
9585743964,0.0002008972918692009,2.0,0.0,50,13,39,9,9
2864159580,0.0006423511668637187,4.0,3.0,193,9,36,13,20
3135658010,0.0005083810842889009,4.0,7.0,193,14,36,13,20
1956809029,7.395107707728865e-05,0.0,1.0,261,4,8,2,1
6343181024,0.00013692964799230217,1.0,0.0,261,6,8,2,1
1958335769,7.395107707728865e-05,0.0,1.0,41,2,891,100,119
1960990732,7.395107707728865e-05,0.0,1.0,262,3,3,2,1
7660920078,0.00013692964799230217,1.0,0.0,262,2,3,2,1
1969714836,7.395107707728865e-05,0.0,2.0,92,9,336,32,41
1970848754,7.395107707728865e-05,0.0,1.0,263,14,16,2,1
4691740891,0.00013692964799230217,1.0,0.0,263,4,16,2,1
1971495646,0.0002850829685289534,3.0,1.0,264,7,123,29,30
1672398435,0.00031703647205447296,1.0,0.0,264,2,123,29,30
1971982281,0.00013692964799230217,1.0,1.0,97,5,550,8,8
1972736121,7.395107707728865e-05,0.0,1.0,265,4,5,2,1
1780850939,0.00013692964799230217,1.0,0.0,265,4,5,2,1
0415710984,0.0002638966024070562,3.0,0.0,61,22,592,40,46
1384815304,0.0001450018106091421,1.0,0.0,30,8,1026,92,103
1784158764,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
2197440929,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
2444437208,0.0001450018106091421,1.0,0.0,30,7,1026,92,103
2692640443,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
2962952197,0.0003102509364803318,3.0,1.0,31,28,600,44,60
2976513464,0.0004792694261927757,5.0,3.0,112,21,480,37,60
3055531123,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
3134566076,0.0008537922954711394,8.0,4.0,32,66,543,46,80
3149950608,0.00044748454154082894,6.0,4.0,60,28,320,30,36
3198317523,0.00027337418611809636,4.0,9.0,112,42,480,37,60
3317158801,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
3523140868,0.0001450018106091421,1.0,0.0,30,4,1026,92,103
3541296121,0.00019628741831429733,2.0,3.0,166,28,86,8,7
3566010763,0.0004220020480144058,6.0,9.0,112,51,480,37,60
3673176976,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
3910216947,0.0001450018106091421,1.0,0.0,30,12,1026,92,103
4029684953,0.00028754293614375193,2.0,3.0,162,24,166,10,10
4109600505,0.0001450018106091421,1.0,1.0,30,7,1026,92,103
4204430111,0.0001450018106091421,1.0,2.0,61,20,592,40,46
4263005151,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
4439841697,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
4534081441,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
4736172866,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
4741507817,0.0001991313123710031,2.0,1.0,95,11,209,15,14
4828669598,0.00019216464115104812,2.0,6.0,47,34,451,42,64
4849852912,0.0002797740648073286,2.0,1.0,112,16,480,37,60
5022503754,0.00040594519273388447,5.0,7.0,31,43,600,44,60
5059949846,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
5133970833,0.0001450018106091421,1.0,3.0,60,9,320,30,36
5216124400,0.00018461907960797984,2.0,1.0,95,13,209,15,14
5355325334,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
5363289949,0.0002907393344891217,3.0,2.0,266,14,30,4,4
5681792709,0.0003133954909911718,4.0,2.0,166,10,86,8,7
5763689244,0.00025041297901663706,2.0,2.0,112,15,480,37,60
5959833825,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
6284417568,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
6367392282,0.00020395805626901426,2.0,0.0,60,7,320,30,36
6468343528,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
6479395980,0.00018447104337637721,2.0,2.0,31,10,600,44,60
6480198775,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
6784077806,0.0001450018106091421,1.0,0.0,30,6,1026,92,103
7031531928,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
7328400195,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
7328765288,0.0001450018106091421,1.0,1.0,30,5,1026,92,103
7340303341,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
7511772535,0.0002485612529152186,2.0,2.0,112,15,480,37,60
7583155290,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
7672435085,0.0001983187931193185,2.0,0.0,63,10,1162,54,55
7805745395,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
8730908887,0.0004845405615114455,4.0,4.0,60,28,320,30,36
8846445105,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
8848044293,0.00019966775285145083,2.0,0.0,31,11,600,44,60
8958578830,0.0001450018106091421,1.0,0.0,30,3,1026,92,103
8993293320,0.0001450018106091421,1.0,1.0,30,22,1026,92,103
9103347504,0.0001450018106091421,1.0,0.0,30,8,1026,92,103
9156656040,0.0004060697865029465,6.0,10.0,112,37,480,37,60
9190546711,0.00019966775285145083,2.0,1.0,31,13,600,44,60
9194101583,0.00020091803149204271,2.0,4.0,61,15,592,40,46
9424750277,0.0002079803815241556,2.0,0.0,30,14,1026,92,103
9445444065,0.0001450018106091421,1.0,1.0,30,9,1026,92,103
9514337940,0.0004987128937349905,3.0,3.0,60,19,320,30,36
9519250843,0.0001450018106091421,1.0,0.0,30,2,1026,92,103
9716408536,0.0004290399241776684,4.0,2.0,112,23,480,37,60
1974590310,7.395107707728865e-05,0.0,1.0,63,5,1162,54,55
1975697326,0.00022064220546456724,2.0,1.0,264,5,123,29,30
8888399125,0.0002943174748671242,2.0,3.0,264,19,123,29,30
1981958282,7.395107707728865e-05,0.0,1.0,19,3,1295,117,246
1995730075,7.395107707728865e-05,0.0,1.0,41,7,891,100,119
9549380665,0.0002499345741395402,3.0,1.0,41,20,891,100,119
1996691279,7.395107707728865e-05,0.0,2.0,169,4,53,11,10
8211736342,0.00010544036253479542,1.0,0.0,169,2,53,11,10
2007819624,7.395107707728865e-05,0.0,1.0,109,5,667,66,71
2009995068,7.395107707728865e-05,0.0,2.0,267,5,15,4,3
5345722020,0.00010544036253479542,1.0,0.0,267,3,15,4,3
6789295140,0.00016841893344980892,2.0,0.0,267,7,15,4,3
2010339611,0.00013692964799230217,1.0,1.0,80,4,202,38,39
2012729124,7.395107707728865e-05,0.0,2.0,98,8,828,36,37
5265167921,0.00010544036253479542,1.0,0.0,98,2,828,36,37
2014632524,7.395107707728865e-05,0.0,1.0,268,5,7,2,1
0976957409,0.00013692964799230217,1.0,0.0,268,4,7,2,1
1857980965,0.00013797670433343359,1.0,0.0,78,3,56,11,10
9061820832,0.0003856498171991719,2.0,1.0,78,12,56,11,10
2019817760,7.395107707728865e-05,0.0,1.0,269,2,5,2,1
6459229516,0.00013692964799230217,1.0,0.0,269,5,5,2,1
2025404126,0.00012655408030437076,1.0,1.0,27,15,675,27,28
2027282641,7.395107707728865e-05,0.0,3.0,72,13,416,47,87
1291511553,9.494393404895982e-05,1.0,0.0,72,3,416,47,87
2032225948,7.395107707728865e-05,0.0,1.0,270,9,14,2,1
5409745599,0.00013692964799230217,1.0,0.0,270,7,14,2,1
2041668883,0.00015460485715132423,1.0,1.0,66,2,223,29,49
2041754621,7.395107707728865e-05,0.0,1.0,271,3,3,2,1
0084309047,0.00013692964799230217,1.0,0.0,271,2,3,2,1
2043342922,7.395107707728865e-05,0.0,1.0,272,2,5,2,1
6178528981,0.00013692964799230217,1.0,0.0,272,5,5,2,1
2046416230,0.00010544036253479542,1.0,2.0,109,14,667,66,71
5194214757,0.00015035101403333492,2.0,2.0,109,10,667,66,71
2050213191,0.00038866953959847367,4.0,7.0,47,50,451,42,64
2051483743,0.00011000425092078727,1.0,1.0,55,3,260,27,31
2052300773,7.395107707728865e-05,0.0,1.0,273,2,3,2,1
2485911754,0.00013692964799230217,1.0,0.0,273,3,3,2,1
0531874984,0.00011000425092078727,1.0,0.0,53,7,947,47,47
1672518412,0.00011000425092078727,1.0,0.0,53,4,947,47,47
1856487375,0.00011000425092078727,1.0,0.0,53,5,947,47,47
2313469193,0.00011000425092078727,1.0,1.0,53,7,947,47,47
2414277690,0.00011000425092078727,1.0,0.0,53,7,947,47,47
2618522221,0.00017298282183580077,2.0,0.0,53,5,947,47,47
2773253299,0.00011000425092078727,1.0,0.0,53,2,947,47,47
3027700159,0.00032954045012752956,4.0,5.0,64,29,443,57,91
4466340674,0.00011000425092078727,1.0,3.0,17,11,1130,84,198
4856212593,0.00011000425092078727,1.0,0.0,53,3,947,47,47
5029148424,0.00011000425092078727,1.0,0.0,53,3,947,47,47
5521014232,0.00011000425092078727,1.0,0.0,53,2,947,47,47
5521249522,0.00011000425092078727,1.0,1.0,53,7,947,47,47
5586589582,0.00011000425092078727,1.0,1.0,92,21,336,32,41
5839585771,0.00011000425092078727,1.0,0.0,53,3,947,47,47
6089043112,0.00011000425092078727,1.0,0.0,53,2,947,47,47
6225698588,0.00011000425092078727,1.0,0.0,53,3,947,47,47
7023717740,0.0003815879137171056,5.0,1.0,41,37,891,100,119
7230618440,0.00014285075110784907,2.0,1.0,105,5,1061,61,68
7279942746,0.00030956258247814014,3.0,1.0,188,27,40,9,11
7423413939,0.00011000425092078727,1.0,4.0,192,20,62,8,7
7486635514,0.00011000425092078727,1.0,0.0,53,14,947,47,47
7859715911,0.00019277914408344924,3.0,5.0,105,11,1061,61,68
9075459520,0.00024902842516325095,4.0,7.0,98,50,828,36,37
9774547675,0.00011000425092078727,1.0,0.0,53,3,947,47,47
9888721368,0.00011000425092078727,1.0,0.0,53,2,947,47,47
9944244026,0.00011000425092078727,1.0,0.0,53,4,947,47,47
1775650578,0.00017818313393863465,1.0,0.0,90,8,794,33,35
2055175133,7.395107707728865e-05,0.0,1.0,274,4,5,2,1
3732996212,0.00013692964799230217,1.0,0.0,274,3,5,2,1
2055593553,0.0001643085656410162,2.0,1.0,109,4,667,66,71
2060197653,0.00038213193747815377,3.0,3.0,41,20,891,100,119
2060318045,0.0001952910769549033,2.0,1.0,71,5,392,47,120
2071021028,7.395107707728865e-05,0.0,1.0,275,8,8,2,1
8462721490,0.00013692964799230217,1.0,0.0,275,2,8,2,1
2074304485,7.395107707728865e-05,0.0,1.0,10,4,307,53,59
8941410262,0.0003217413425427792,3.0,1.0,10,25,307,53,59
2075353098,7.395107707728865e-05,0.0,1.0,160,7,336,40,54
2542928528,0.00016841893344980892,2.0,2.0,160,14,336,40,54
2079109206,0.00011755458093822826,1.0,1.0,15,14,892,102,132
2080494888,7.395107707728865e-05,0.0,1.0,276,2,11,3,2
4656976016,0.00019990821890731567,2.0,0.0,276,7,11,3,2
2082899200,7.395107707728865e-05,0.0,2.0,228,8,32,8,10
2089500596,7.395107707728865e-05,0.0,1.0,277,3,10,3,2
2713175762,0.00019990821890731567,2.0,0.0,277,7,10,3,2
2091678247,7.395107707728865e-05,0.0,1.0,278,3,6,2,1
9382652127,0.00013692964799230217,1.0,0.0,278,5,6,2,1
2104466097,7.395107707728865e-05,0.0,1.0,24,3,220,50,58
2111584615,0.00012098371595308945,1.0,1.0,26,9,799,102,138
2111813301,7.395107707728865e-05,0.0,1.0,55,4,260,27,31
2117806115,7.395107707728865e-05,0.0,1.0,42,5,434,77,97
2120967946,7.395107707728865e-05,0.0,1.0,63,6,1162,54,55
2121452760,7.395107707728865e-05,0.0,1.0,30,7,1026,92,103
2124734228,0.00013908279756844473,1.0,1.0,42,8,434,77,97
2124917270,0.00013228309461686092,1.0,1.0,110,11,306,29,37
2129740078,7.395107707728865e-05,0.0,1.0,1,4,301,60,77
2134188875,7.395107707728865e-05,0.0,1.0,279,6,26,2,1
5407515068,0.00013692964799230217,1.0,0.0,279,22,26,2,1
2136386117,7.395107707728865e-05,0.0,2.0,238,4,8,4,3
0865396723,0.00010544036253479542,1.0,0.0,238,6,8,4,3
2138718582,7.395107707728865e-05,0.0,1.0,26,4,799,102,138
2139474438,7.395107707728865e-05,0.0,2.0,178,5,131,15,19
4368451239,0.00035919865353488205,5.0,6.0,178,33,131,15,19
2140249038,7.395107707728865e-05,0.0,1.0,280,5,5,2,1
9254746180,0.00013692964799230217,1.0,0.0,280,2,5,2,1
2142572432,0.00014276042865213388,1.0,1.0,248,15,57,8,8
4290105260,0.0003215395410815711,3.0,4.0,248,17,57,8,8
2146940116,7.395107707728865e-05,0.0,1.0,42,3,434,77,97
2963419753,0.00020206136848345828,2.0,2.0,42,20,434,77,97
3077436761,0.0003288353552017495,5.0,10.0,49,63,1240,85,205
5059547682,0.00015773982438506732,2.0,0.0,49,9,1240,85,205
5116491455,0.00011078959559534401,1.0,1.0,49,16,1240,85,205
8381555698,0.00011078959559534401,1.0,0.0,49,5,1240,85,205
2155229096,7.395107707728865e-05,0.0,1.0,97,3,550,8,8
2156679338,7.395107707728865e-05,0.0,1.0,78,2,56,11,10
3937414662,0.0004669485681568818,2.0,0.0,78,4,56,11,10
2165373918,0.00013692964799230217,1.0,2.0,281,4,6,4,3
0818151837,0.00013228309461686092,1.0,0.0,281,2,6,4,3
1606547982,0.00013228309461686092,1.0,0.0,281,4,6,4,3
2168105874,7.395107707728865e-05,0.0,1.0,129,6,11,3,2
2175807907,7.395107707728865e-05,0.0,1.0,123,3,631,78,136
2177237562,7.395107707728865e-05,0.0,1.0,168,2,218,20,41
1203850476,0.00017924485131875722,1.0,0.0,84,3,498,53,65
1225915053,0.00017924485131875722,1.0,0.0,84,3,498,53,65
4056900140,0.00017924485131875722,1.0,0.0,84,3,498,53,65
4774471043,0.00017924485131875722,1.0,0.0,84,2,498,53,65
5076261570,0.00017924485131875722,1.0,0.0,84,6,498,53,65
5227468607,0.00017924485131875722,1.0,0.0,84,2,498,53,65
5368239723,0.00017924485131875722,1.0,0.0,84,2,498,53,65
5665779195,0.00025122776777898234,3.0,1.0,227,13,216,25,38
6024904798,0.00017924485131875722,1.0,0.0,84,7,498,53,65
7185884517,0.00017924485131875722,1.0,0.0,84,3,498,53,65
8428620662,0.00017924485131875722,1.0,3.0,84,14,498,53,65
8467041327,0.00017924485131875722,1.0,0.0,84,3,498,53,65
9957978981,0.00017924485131875722,1.0,1.0,84,20,498,53,65
2183230879,7.395107707728865e-05,0.0,1.0,94,2,218,25,29
2187276730,7.395107707728865e-05,0.0,1.0,84,2,498,53,65
2188458984,7.395107707728865e-05,0.0,1.0,91,7,959,54,59
2192040571,7.395107707728865e-05,0.0,1.0,4,19,782,64,67
2195393970,7.395107707728865e-05,0.0,1.0,4,3,782,64,67
2198237391,7.395107707728865e-05,0.0,1.0,30,4,1026,92,103
3419871229,0.00017137646723614614,2.0,1.0,49,9,1240,85,205
3989605323,0.0001323853635726512,1.0,0.0,49,3,1240,85,205
5724089218,0.0001323853635726512,1.0,1.0,49,5,1240,85,205
8676982623,0.0001323853635726512,1.0,0.0,49,4,1240,85,205
9138154260,0.000160119630240146,2.0,0.0,49,21,1240,85,205
2200464230,7.395107707728865e-05,0.0,1.0,141,6,130,24,42
2204198265,7.395107707728865e-05,0.0,1.0,164,13,161,20,23
2204799825,7.395107707728865e-05,0.0,1.0,18,2,223,34,36
2206573594,7.395107707728865e-05,0.0,1.0,77,4,551,25,25
2211277658,7.395107707728865e-05,0.0,1.0,36,4,201,28,37
2222189378,7.395107707728865e-05,0.0,1.0,282,4,8,3,2
8165916929,0.00019990821890731567,2.0,0.0,282,5,8,3,2
2222654774,7.395107707728865e-05,0.0,2.0,89,8,678,39,40
4839609337,0.00010544036253479542,1.0,1.0,89,14,678,39,40
2226752300,0.0001142503944629587,1.0,1.0,116,10,437,42,57
2232113412,7.395107707728865e-05,0.0,1.0,64,3,443,57,91
8375171864,0.00035865700422396646,7.0,5.0,64,49,443,57,91
2237439128,7.395107707728865e-05,0.0,1.0,123,3,631,78,136
5407511524,0.00021453691077592387,3.0,5.0,123,51,631,78,136
2239915692,0.00011861967003925924,1.0,1.0,87,13,80,7,6
4187761146,0.00015796440774541953,2.0,2.0,26,19,799,102,138
4950457408,0.00011093176886961874,1.0,1.0,26,4,799,102,138
6412167747,0.00011093176886961874,1.0,0.0,26,5,799,102,138
7475428021,0.00011093176886961874,1.0,0.0,26,5,799,102,138
8791288974,0.00015796440774541953,2.0,0.0,26,13,799,102,138
2241226892,7.395107707728865e-05,0.0,1.0,63,8,1162,54,55
2243991169,7.395107707728865e-05,0.0,3.0,283,17,33,5,5
0585236037,0.00015792250496397332,2.0,0.0,283,3,33,5,5
7203022999,9.494393404895982e-05,1.0,1.0,283,4,33,5,5
7802428755,0.00017581765968535033,2.0,0.0,283,13,33,5,5
7739835845,0.0001719285406880267,1.0,3.0,31,14,600,44,60
2249193225,7.395107707728865e-05,0.0,1.0,10,3,307,53,59
2252162640,0.0004993615129056968,2.0,1.0,284,5,11,4,4
