source_npi,target_npi,sharedpats,community_id
2181317304,6024904798,2,84
2181317304,6324110378,2,
2181317304,6585316279,3,
2181317304,7055222232,5,
2181317304,7185884517,2,84
2181317304,8428620662,3,84
2181317304,8467041327,2,84
2181317304,9161377813,2,84
2181317304,9946042447,2,84
2181317304,9957978981,4,84
0299774436,7766574740,2,85
0299774436,9753699995,2,85
0300650234,1973668724,3,
0300650234,5719409666,2,61
0300650234,7183629035,3,61
0300650234,9590115090,2,61
9590115090,1973668724,3,
9590115090,7183629035,5,61
9590115090,8133864252,2,61
0308625978,9823276190,2,86
0308639901,2329429575,2,87
2329429575,2239915692,3,87
2329429575,3177196045,3,
2329429575,3552796390,2,
2329429575,4482363487,3,
2329429575,8099263276,3,87
0317123830,3552796390,2,4
0318739414,3517371403,2,43
0327231852,6364431607,2,88
0329275839,8656030990,2,64
0329757128,0676719924,2,
0329757128,0888901330,7,
0329757128,0941734431,8,
0329757128,1052105939,10,
0329757128,1116353814,2,89
0329757128,1298826910,2,
0329757128,1302136370,4,
0329757128,1735084705,2,
0329757128,1816946469,5,
0329757128,1974343956,2,89
0329757128,2020237526,2,89
0329757128,2052541087,4,
0329757128,2055465449,2,89
0329757128,2367813323,2,
0329757128,2890864733,3,
0329757128,3265059745,5,
0329757128,3338420010,2,
0329757128,3346519048,5,
0329757128,3517371403,2,
0329757128,3653175371,3,
0329757128,3665692109,2,
0329757128,4009661797,2,
0329757128,4061341804,2,89
0329757128,4402129167,2,
0329757128,4431196546,2,89
0329757128,4695767813,2,89
0329757128,4781976460,3,
0329757128,5032855400,2,
0329757128,5038386362,6,
0329757128,5554267915,2,
0329757128,6029137138,2,89
0329757128,6116278565,3,
0329757128,6207630138,2,
0329757128,6502930399,8,
0329757128,6585316279,2,
0329757128,6894383303,2,
0329757128,7058697667,2,
0329757128,7132269719,8,
0329757128,7160994697,2,89
0329757128,7410193484,3,
0329757128,7464436286,2,
0329757128,7577131580,2,
0329757128,7587868155,2,
0329757128,7925197406,2,89
0329757128,7961400834,3,
0329757128,8207899456,4,
0329757128,9195876344,2,89
0329757128,9387254202,2,
0941734431,0070977034,2,90
0941734431,0329757128,9,
0941734431,0339606302,3,
0941734431,0344675887,2,90
0941734431,0888901330,3,
0941734431,1052105939,16,
0941734431,1216443410,3,
0941734431,1302136370,2,
0941734431,1422634251,2,
0941734431,1710533109,2,90
0941734431,1816946469,4,
0941734431,1916683578,2,
0941734431,2052541087,4,
0941734431,2054198269,3,90
0941734431,2202645844,2,
0941734431,2690462085,3,
0941734431,2866295111,5,
0941734431,2890864733,3,
0941734431,3108297979,2,
0941734431,3265059745,7,
0941734431,3339813753,3,
0941734431,3346519048,7,
0941734431,3479030744,2,90
0941734431,3517371403,2,
0941734431,3649405387,2,
0941734431,3951145086,4,
0941734431,3996869155,2,90
0941734431,4156323580,2,90
0941734431,4782521666,2,90
0941734431,5038386362,4,
0941734431,5040521237,3,
0941734431,5154832822,2,
0941734431,5194024287,2,90
0941734431,5261502394,2,
0941734431,5424958483,2,90
0941734431,5554267915,3,
0941734431,6197613573,2,90
0941734431,6310883954,2,
0941734431,6489300735,2,90
0941734431,6502930399,6,
0941734431,6585316279,6,
0941734431,6787661433,2,90
0941734431,7132269719,4,
0941734431,7410193484,2,
0941734431,7464436286,4,90
0941734431,7884983693,2,90
0941734431,7961400834,4,
0941734431,8153889378,2,
0941734431,8207899456,4,
0941734431,8765543148,2,90
0941734431,9147674533,2,
0941734431,9156290594,2,
0941734431,9387254202,2,
0941734431,9900572834,3,
0941734431,9902772711,2,
0941734431,9979265126,4,
1052105939,0152053847,2,
1052105939,0329757128,8,
1052105939,0339606302,3,
1052105939,0676719924,2,
1052105939,0888901330,3,
1052105939,0941734431,15,
1052105939,1103554266,2,
1052105939,1134597175,2,
1052105939,1189887911,2,91
1052105939,1216443410,2,
1052105939,1298826910,4,
1052105939,1302136370,3,
1052105939,1365277013,2,91
1052105939,1494435226,2,
1052105939,1816946469,4,
1052105939,1974343956,3,
1052105939,2052541087,4,
1052105939,2121795417,3,
1052105939,2639271506,4,
1052105939,2866295111,7,
1052105939,2890864733,3,
1052105939,3155767290,2,91
1052105939,3265059745,3,
1052105939,3338420010,2,
1052105939,3346519048,6,
1052105939,3517371403,3,
1052105939,3655638626,2,
1052105939,3711816991,2,91
1052105939,4494736550,2,
1052105939,5001901586,2,
1052105939,5014194964,2,
1052105939,5032855400,2,
1052105939,5038386362,4,
1052105939,5240450275,2,91
1052105939,5261502394,2,
1052105939,5354661846,2,
1052105939,5554267915,5,
1052105939,5959271996,2,
1052105939,5988262629,2,91
1052105939,6116278565,2,
1052105939,6124975916,2,91
1052105939,6310883954,2,
1052105939,6471617401,2,
1052105939,6502930399,8,
1052105939,7132269719,10,
1052105939,7145306345,2,
1052105939,7169987916,2,
1052105939,7410193484,2,
1052105939,7727458438,2,
1052105939,7789110707,2,91
1052105939,7961400834,4,
1052105939,8153889378,2,91
1052105939,8207899456,7,
1052105939,8648105863,2,91
1052105939,9306672778,2,
1052105939,9706146232,2,91
1052105939,9762148833,4,
1052105939,9900572834,3,
1052105939,9979265126,7,
1298826910,0329757128,3,
1298826910,0888901330,2,
1298826910,1052105939,3,
1298826910,1816946469,2,
1298826910,2651476838,2,92
1298826910,3346519048,2,
1298826910,3939927389,2,92
1298826910,5042427859,2,92
1298826910,5644852190,2,92
1298826910,6502930399,2,
1298826910,7703755249,2,92
1298826910,8763245482,3,92
1298826910,9241071403,9,92
1298826910,9635779260,2,92
1302136370,0941734431,2,
1302136370,1052105939,2,
1302136370,1216443410,4,47
1302136370,1816946469,3,
1302136370,7410193484,4,47
1302136370,9939786670,2,47
1735084705,5253257539,2,74
1735084705,7132269719,2,
1735084705,8698467005,2,74
1816946469,0329757128,9,
1816946469,0490364721,2,
1816946469,0941734431,4,
1816946469,1052105939,10,
1816946469,1216443410,2,
1816946469,1302136370,2,
1816946469,2052541087,4,
1816946469,3265059745,2,
1816946469,3346519048,3,
1816946469,3361416181,2,93
1816946469,3655638626,2,
1816946469,4705845198,2,93
1816946469,4929285149,2,
1816946469,5040521237,2,
1816946469,5546775825,3,
1816946469,5554267915,3,
1816946469,5734403746,2,
1816946469,6502930399,5,
1816946469,7132269719,4,
1816946469,7397200026,2,93
1816946469,7410193484,4,
1816946469,8179917138,2,93
1816946469,8207899456,5,
1816946469,9241071403,2,
1816946469,9979265126,4,
1974343956,0329757128,2,89
1974343956,1052105939,2,
1974343956,9585274527,2,89
1974343956,9979265126,2,
2367813323,0941734431,2,
2367813323,1774283322,2,94
2367813323,3951145086,2,94
2890864733,0888901330,3,
2890864733,0941734431,3,
2890864733,1052105939,7,
2890864733,1216443410,4,
2890864733,1973668724,6,
2890864733,2303329637,2,95
2890864733,2827371504,3,
2890864733,2976513464,2,
2890864733,3198317523,2,
2890864733,3941717727,2,95
2890864733,4270008501,2,95
2890864733,4377749634,2,95
2890864733,4741507817,2,95
2890864733,5681792709,2,
2890864733,6017870882,2,95
2890864733,7183629035,8,
2890864733,7727458438,2,95
2890864733,7961400834,3,
2890864733,8112177349,2,95
2890864733,9156656040,3,
2890864733,9617038769,2,95
2890864733,9979265126,4,
3338420010,0885067582,2,96
3338420010,1137524518,3,96
3338420010,1281970637,3,96
3338420010,1586461282,2,
3338420010,3134566076,2,
3338420010,3443318034,3,96
3338420010,3765992207,2,96
3338420010,5032855400,3,96
3338420010,6917368265,2,96
3338420010,6996597613,2,96
3346519048,0329757128,7,
3346519048,0339606302,2,77
3346519048,0888901330,3,
3346519048,0941734431,6,
3346519048,1052105939,11,
3346519048,1422634251,2,
3346519048,1616666522,2,77
3346519048,1816946469,4,
3346519048,2690462085,5,
3346519048,2866295111,2,
3346519048,3338420010,2,
3346519048,3413094726,2,
3346519048,3553212654,3,
3346519048,3655638626,2,
3346519048,3665692109,2,77
3346519048,4077016485,2,77
3346519048,5001901586,2,
3346519048,5261502394,4,
3346519048,5599521913,2,
3346519048,5734403746,2,
3346519048,6471617401,3,
3346519048,6502930399,9,
3346519048,7132269719,5,
3346519048,7727458438,2,
3346519048,7961400834,4,
3346519048,8207899456,2,
3346519048,9241071403,2,
3346519048,9827312589,2,77
3346519048,9900572834,3,
3346519048,9979265126,2,
3653175371,0941734431,2,
3653175371,1052105939,4,91
3653175371,1745087687,2,91
3653175371,2471760959,2,91
3653175371,2866295111,2,
3653175371,3346519048,3,
3653175371,4249852562,2,91
3653175371,6030009494,2,91
3653175371,6585316279,2,
3653175371,6919475107,2,91
3653175371,7132269719,4,
3665692109,5546775825,2,
4009661797,0941734431,3,
4009661797,1052105939,3,
4009661797,1125094439,2,96
4009661797,2866295111,2,
4009661797,5554267915,2,
4402129167,7577131580,2,55
4781976460,4509008254,2,96
4781976460,5554267915,2,
4781976460,6035410312,2,96
5032855400,0722354972,2,96
5032855400,0941734431,2,
5032855400,1507715206,2,
5032855400,2357170336,2,
5032855400,3443318034,2,96
5032855400,4509008254,2,96
5032855400,4781976460,2,96
5032855400,5261502394,2,
5032855400,5554267915,2,
5032855400,5646448957,2,96
5032855400,6502930399,2,
5032855400,6894383303,2,96
5032855400,7661900532,2,
5032855400,8165796044,2,96
5554267915,0888901330,2,
5554267915,0941734431,4,
5554267915,1052105939,2,
5554267915,1134597175,4,45
5554267915,1722732755,2,
5554267915,1816946469,3,
5554267915,2121795417,2,45
5554267915,2357170336,2,
5554267915,2866295111,4,
5554267915,2918675273,2,
5554267915,3265059745,2,
5554267915,3360484816,2,
5554267915,3517371403,3,
5554267915,3552796390,9,
5554267915,3653175371,2,
5554267915,3655638626,2,
5554267915,3827948255,2,
5554267915,4332659805,2,
5554267915,4797141437,2,45
5554267915,5038386362,3,
5554267915,5111491524,2,
5554267915,5546775825,2,
5554267915,5774766092,2,
5554267915,6027867186,4,
5554267915,6207630138,3,
5554267915,6585316279,4,
5554267915,6804338533,3,
5554267915,7132269719,4,
5554267915,7406037886,2,45
5554267915,7481398045,3,
5554267915,7572004667,2,45
5554267915,7731819817,2,45
5554267915,8207899456,3,
5554267915,8339166416,2,45
5554267915,8399822608,5,
5554267915,9075459520,2,
5554267915,9156290594,4,45
5554267915,9900572834,4,
5554267915,9902772711,2,
5554267915,9943567290,4,
6116278565,0329757128,2,
6116278565,0941734431,2,
6116278565,2866295111,4,
6116278565,4482363487,2,
6116278565,5038386362,2,
6116278565,5546775825,2,97
6116278565,7132269719,2,
6116278565,8399822608,2,
6207630138,0888901330,3,
6207630138,1052105939,2,
6207630138,1118085171,2,
6207630138,1973668724,2,
6207630138,3552796390,5,
6207630138,4482363487,2,
6207630138,5111491524,2,
6207630138,5554267915,2,
6207630138,6889915655,2,
6207630138,6955475791,3,
6207630138,7132269719,2,
6207630138,7183629035,2,
6207630138,7481398045,4,
6207630138,8207899456,2,
6502930399,0329757128,7,
6502930399,0339606302,4,
6502930399,0676719924,2,
6502930399,0690879673,2,98
6502930399,0888901330,6,
6502930399,0941734431,6,
6502930399,1052105939,11,
6502930399,1117051864,2,
6502930399,1216443410,3,
6502930399,1816946469,3,
6502930399,2050213191,3,
6502930399,2052541087,5,
6502930399,2202645844,3,98
6502930399,2866295111,6,
6502930399,3041014398,2,98
6502930399,3090139284,2,
6502930399,3256619602,2,
6502930399,3265059745,3,
6502930399,3346519048,4,
6502930399,3464295046,2,
6502930399,3653175371,2,
6502930399,4020437050,2,
6502930399,4255746572,3,
6502930399,4387239033,3,98
6502930399,5032855400,4,
6502930399,5038386362,4,
6502930399,5040521237,2,
6502930399,5128589279,2,98
6502930399,5154832822,2,
6502930399,5200167696,2,98
6502930399,5261502394,3,
6502930399,5354661846,3,98
6502930399,5546775825,4,
6502930399,5554267915,6,
6502930399,5636484481,3,98
6502930399,6207630138,2,
6502930399,6585316279,3,
6502930399,6651302625,2,
6502930399,6689928684,2,98
6502930399,7058697667,5,
6502930399,7132269719,6,
6502930399,7145306345,3,
6502930399,7175522235,2,98
6502930399,7410193484,2,
6502930399,7464436286,3,
6502930399,7961400834,4,
6502930399,7990239508,2,
6502930399,8207899456,4,
6502930399,9075459520,3,98
6502930399,9147674533,2,
6502930399,9384820819,2,
6502930399,9387254202,2,
6502930399,9556204182,2,98
6502930399,9762148833,2,98
6502930399,9900572834,2,
6502930399,9979265126,7,
6894383303,9137095510,2,96
7058697667,0941734431,2,
7058697667,1052105939,3,
7058697667,1167213237,2,97
7058697667,1816946469,3,
7058697667,2866295111,2,
7058697667,3655638626,2,
7058697667,5038386362,4,
7058697667,5261502394,2,
7058697667,7132269719,3,
7058697667,8207899456,3,
7410193484,0941734431,3,
7410193484,1052105939,2,
7410193484,1302136370,3,47
7410193484,1816946469,4,
7410193484,2050213191,4,47
7410193484,2052541087,2,
7410193484,2111354448,2,47
7410193484,6013557853,4,47
7410193484,6322056863,2,47
7410193484,9625911227,2,47
7464436286,1052105939,4,
7587868155,5741057687,2,74
7587868155,6902588282,3,74
7587868155,7132269719,3,
7587868155,8698467005,2,74
9387254202,0852562716,2,99
9387254202,0941734431,2,
9387254202,1052105939,2,
9387254202,4255746572,4,99
9387254202,5015093309,2,99
9387254202,5683404992,2,99
9387254202,7239771348,2,99
9387254202,7816851687,2,99
9387254202,7985077191,2,99
9387254202,8957848249,2,99
9387254202,9919826723,2,99
0331368270,1503211517,2,4
0339606302,0941734431,4,
0339606302,1052105939,3,
0339606302,1344306381,2,
0339606302,1464099838,2,77
0339606302,3665692109,3,77
0339606302,3762409996,2,77
0339606302,4261939858,2,77
0339606302,4287125721,2,77
0339606302,6022203003,2,77
0339606302,6095740914,2,
1344306381,3458429409,2,71
1344306381,3553212654,3,71
1344306381,6095740914,2,71
1344306381,7725672236,2,71
4287125721,5032855400,2,
6095740914,0941734431,2,
6095740914,2690462085,3,71
6095740914,3108297979,2,71
6095740914,3553212654,4,71
6095740914,4567377560,2,71
6095740914,6471617401,3,71
0342827221,3820099879,2,100
0350290737,7690625240,2,101
0350591499,8207899456,2,63
0353770768,1406901042,2,56
0353770768,1776995972,2,56
0353770768,4558707729,2,56
1406901042,2758687596,2,56
1406901042,4262861732,2,56
1406901042,4558707729,2,56
1406901042,5711727093,2,56
4558707729,1406901042,5,56
4558707729,1548151463,4,56
4558707729,2758687596,3,56
4558707729,4201027287,3,
4558707729,4262861732,3,56
0357978237,7481398045,2,
0358937620,0888901330,2,52
6470386877,9454495538,2,
6470386877,9514337940,2,60
7305952132,8730908887,2,60
9454495538,0039312113,2,32
9454495538,0670551043,3,32
9454495538,0842848271,2,32
9454495538,1973668724,7,
9454495538,2188113426,2,32
9454495538,2627960878,2,32
9454495538,3200544181,2,32
9454495538,3796478888,2,32
9454495538,4468897019,11,32
9454495538,4500691180,3,
9454495538,5090108055,2,32
9454495538,5382334992,3,32
9454495538,5464894126,2,32
9454495538,7790633378,2,32
0362531580,7518162996,2,37
7518162996,1066441024,2,37
7518162996,3236465399,2,37
0362736713,6079636894,2,102
0364795998,5774766092,2,103
5774766092,0364795998,2,103
5774766092,0479815821,18,103
5774766092,1722732755,2,103
5774766092,2866295111,3,
5774766092,3989284520,2,103
5774766092,5554267915,2,
5774766092,9423834778,2,103
5774766092,9879796425,3,103
0365332295,8750124996,2,104
0376333650,9979265126,2,105
9979265126,0202259501,2,
9979265126,0216786834,2,
9979265126,0280196853,2,
9979265126,0329757128,4,
9979265126,0357773900,2,105
9979265126,0431020968,2,
9979265126,0652228068,2,
9979265126,0676719924,4,
9979265126,0888901330,21,
9979265126,0941734431,6,
9979265126,0968791345,2,
9979265126,1052105939,8,
9979265126,1117051864,3,
9979265126,1248871950,2,
9979265126,1256684163,5,
9979265126,1415257990,2,
9979265126,1534126551,2,105
9979265126,1579320361,2,105
9979265126,1616666522,2,
9979265126,1627419782,2,
9979265126,1645186348,2,105
9979265126,1816946469,8,
9979265126,1916683578,3,
9979265126,1973668724,8,
9979265126,2037858950,3,105
9979265126,2052541087,15,
9979265126,2391520563,2,
9979265126,2503159927,2,
9979265126,2698782804,2,105
9979265126,2786715088,2,
9979265126,2866295111,2,
9979265126,2890864733,3,
9979265126,3019159074,5,105
9979265126,3346519048,5,
9979265126,3517371403,6,
9979265126,3541296121,2,
9979265126,3623859995,2,105
9979265126,3788166294,2,105
9979265126,3820900662,2,105
9979265126,3848572147,2,
9979265126,3951145086,3,
9979265126,4037414972,2,105
9979265126,4332659805,2,
9979265126,4500691180,2,
9979265126,4712447093,5,
9979265126,4909765489,2,105
9979265126,4940763495,2,105
9979265126,5014194964,6,
9979265126,5040521237,10,
9979265126,5261502394,3,
9979265126,5374792155,2,105
9979265126,5403533589,2,105
9979265126,5494871486,2,
9979265126,5681792709,2,
9979265126,5734403746,5,
9979265126,5795807659,2,
9979265126,5888559578,2,
9979265126,5948078532,2,
9979265126,6207630138,3,
9979265126,6431288978,2,105
9979265126,6502930399,4,
9979265126,6585316279,2,
9979265126,7183629035,2,
9979265126,7290135671,2,105
9979265126,7478757322,2,105
9979265126,7689516771,2,105
9979265126,7859715911,2,105
9979265126,7953191361,2,105
9979265126,7961400834,13,
9979265126,8207899456,12,
9979265126,8226092177,2,
9979265126,8411898039,6,
9979265126,8454962534,3,
9979265126,9075459520,3,
9979265126,9092022962,2,
9979265126,9126143780,2,105
9979265126,9228518939,2,
9979265126,9348559327,2,
9979265126,9746017297,2,
9979265126,9762148833,2,
9979265126,9851651479,2,105
0376487840,3517371403,2,43
0384086245,6871842549,2,41
0384086245,7517108105,2,41
0385378562,5872770182,2,106
5872770182,2918675273,4,106
5872770182,2989467602,3,106
5872770182,3360484816,5,106
5872770182,3896414439,3,106
5872770182,4541685974,2,106
5872770182,5218143838,3,106
5872770182,5554267915,2,
5872770182,6027867186,2,
5872770182,6168250123,7,106
5872770182,8155444621,6,106
5872770182,8271071020,2,106
1118085171,0386395240,17,29
1118085171,1015249207,2,29
1118085171,3655638626,2,
1118085171,6207630138,2,
1118085171,6343966958,2,29
1118085171,8425289088,2,29
1118085171,8596582355,3,29
1118085171,9485728763,2,29
1767323423,0386395240,2,29
7180650498,0386395240,2,29
8425289088,1118085171,2,29
0387599501,0941734431,2,
0387599501,1052105939,2,
0387599501,3339813753,2,71
0387599501,5856036499,2,71
0387599501,6796651876,2,71
3339813753,0941734431,2,
3339813753,1052105939,2,
3339813753,1443212545,2,
3339813753,2060318045,2,71
3339813753,2690462085,3,71
3339813753,3108297979,3,71
3339813753,3553212654,5,71
3339813753,8324564801,2,71
5856036499,3553212654,2,71
5856036499,5154832822,3,71
6796651876,2271787837,2,71
6796651876,3553212654,2,71
6796651876,5856036499,2,71
6796651876,8563084470,2,71
0388245820,4262861732,2,56
0388426329,1237001783,2,70
0388426329,2392775208,5,70
0388426329,3128396404,3,70
1237001783,2392775208,4,70
1237001783,3128396404,2,70
1237001783,3807534302,4,70
1237001783,7895429477,2,70
2392775208,1237001783,4,70
2392775208,1560130315,2,70
2392775208,1563741491,2,70
2392775208,3128396404,7,70
2392775208,3807534302,3,70
2392775208,4484582112,2,70
0397900348,2662913288,2,107
0400432665,2689606218,4,19
0400657226,5666048738,2,108
0407514936,4519611003,2,91
0419840734,5040521237,2,109
5040521237,0329757128,3,
5040521237,0729461434,2,109
5040521237,0888901330,18,
5040521237,0941734431,4,
5040521237,1300584795,2,109
5040521237,1672343300,2,109
5040521237,2052541087,6,
5040521237,2055593553,2,109
5040521237,2499851935,3,
5040521237,3136034330,2,
5040521237,3265059745,2,
5040521237,3346519048,4,
5040521237,3484493616,2,109
5040521237,3838518627,2,109
5040521237,4332659805,2,
5040521237,4368266646,2,109
5040521237,4683854656,2,109
5040521237,5032855400,2,
5040521237,5038386362,3,
5040521237,5261502394,2,
5040521237,5542062123,2,109
5040521237,5734403746,3,
5040521237,5948078532,2,
5040521237,6229290839,2,109
5040521237,6341835719,2,109
5040521237,6391497382,4,109
5040521237,6502930399,3,
5040521237,6555048481,2,
5040521237,6585316279,6,
5040521237,6593821414,2,109
5040521237,7726119783,2,109
5040521237,7961400834,6,
5040521237,8207899456,3,
5040521237,8238695118,2,109
5040521237,8954097087,2,109
5040521237,9210917064,2,
5040521237,9228518939,2,
5040521237,9241071403,2,
5040521237,9243724047,2,109
5040521237,9624811861,2,
5040521237,9871915932,4,109
5040521237,9941206001,2,109
5040521237,9979265126,8,
0425148537,5273125132,2,1
5273125132,0244023800,2,1
5273125132,4345160771,2,
5273125132,6052903246,2,1
5273125132,8237741225,2,1
5273125132,8936192755,2,1
0426114160,3986765315,2,110
3986765315,2280217606,2,110
0426619309,2150853459,2,49
0426619309,4625150787,2,49
0431020968,4332659805,2,26
0434872545,1052105939,2,91
0443919441,6955475791,3,111
6955475791,0017235172,2,111
6955475791,0083563663,2,111
6955475791,0782238334,2,111
6955475791,1209360334,2,111
6955475791,1313481140,6,111
6955475791,1407193644,3,111
6955475791,1499149511,3,111
6955475791,1586461282,11,111
6955475791,1842188533,4,111
6955475791,2002002369,2,111
6955475791,2746642540,2,111
6955475791,2821513811,2,111
6955475791,3052935797,13,111
6955475791,3265059745,3,
6955475791,3709260297,5,111
6955475791,4566785071,3,111
6955475791,4639705999,2,111
6955475791,4660953001,3,111
6955475791,4668465887,7,111
6955475791,5010458740,2,111
6955475791,5558219731,2,111
6955475791,6144070097,2,111
6955475791,6213154492,3,111
6955475791,6585316279,3,
6955475791,6933145367,2,111
6955475791,6937672210,2,111
6955475791,7013503474,3,111
6955475791,7029699867,6,111
6955475791,7319323665,4,111
6955475791,8068070578,3,111
6955475791,8207899456,3,
6955475791,8247389252,2,111
6955475791,8454962534,6,
6955475791,8593572433,2,111
6955475791,8860288959,2,
6955475791,8967481208,2,
6955475791,9849876271,2,111
0448346478,1973668724,2,
0448346478,3246308347,3,112
0448346478,7183629035,2,
3246308347,0448346478,2,112
3246308347,1973668724,6,
3246308347,2910729494,2,112
3246308347,3566010763,3,112
3246308347,4693025082,2,112
3246308347,7169987916,2,112
3246308347,7183629035,5,
3246308347,8414304567,3,112
3246308347,9425691169,2,112
0457726624,6955475791,3,111
0460647480,9979265126,2,105
0461178022,0479815821,2,103
0479815821,0316810440,2,103
0479815821,0364795998,5,103
0479815821,0716637322,2,
0479815821,0940502873,2,103
0479815821,1134597175,2,
0479815821,1268641153,2,103
0479815821,1521516773,6,103
0479815821,1673459039,3,103
0479815821,1722732755,7,103
0479815821,2266764707,2,103
0479815821,2866295111,10,
0479815821,3066318725,4,103
0479815821,3258148996,2,
0479815821,3281147230,3,103
0479815821,3450099646,2,
0479815821,3552796390,2,
0479815821,3556815955,2,103
0479815821,3611630598,2,103
0479815821,3655638626,5,
0479815821,3792265883,2,103
0479815821,3989284520,4,103
0479815821,4076304195,5,103
0479815821,4228196867,2,103
0479815821,4451131520,3,103
0479815821,4520008696,2,103
0479815821,5038386362,4,
0479815821,5108646105,2,103
0479815821,5413752806,2,103
0479815821,5546775825,2,
0479815821,5554267915,3,
0479815821,5626720877,2,103
0479815821,5638399531,2,
0479815821,5734403746,2,
0479815821,5774766092,13,103
0479815821,6156743101,2,103
0479815821,6162305192,2,103
0479815821,6273313144,5,103
0479815821,6378401381,2,103
0479815821,6799303398,2,103
0479815821,6804338533,2,
0479815821,6815073819,2,103
0479815821,7029082186,3,103
0479815821,7912351073,2,103
0479815821,7919329031,2,103
0479815821,7928524789,2,
0479815821,7970672164,2,103
0479815821,8044625002,2,
0479815821,8091525671,2,103
0479815821,8233609296,2,
0479815821,8599252560,2,103
0479815821,9095290749,2,103
0479815821,9104443894,3,103
0479815821,9627739511,3,103
0479815821,9879796425,5,103
0479815821,9900572834,3,
0461982256,1052105939,2,91
0462864326,4332659805,2,26
0477989447,0136419027,2,113
0716637322,9059626561,2,114
1134597175,0479815821,4,
1134597175,2866295111,4,
1134597175,2918675273,2,
1134597175,3552796390,2,
1134597175,5638399531,2,45
1134597175,6116278565,2,
1134597175,8399822608,3,
1521516773,0479815821,8,103
1521516773,1503323750,2,103
1521516773,3265059745,2,
1521516773,4839825320,2,103
1521516773,7903660730,2,103
1521516773,9294892497,2,103
1673459039,0479815821,3,103
1722732755,0479815821,6,103
1722732755,5774766092,2,103
1722732755,6273313144,2,103
1722732755,9039897438,2,103
3066318725,0479815821,5,103
3258148996,2866295111,2,21
3281147230,3066318725,2,103
3281147230,6162305192,2,103
3450099646,0234128949,2,68
3450099646,2866295111,4,
3450099646,4406755456,2,
3450099646,5038386362,2,
3450099646,7317866481,2,68
3450099646,8185351527,2,
3450099646,8399822608,9,68
3450099646,9943567290,2,68
3611630598,0479815821,3,103
3655638626,0250584036,2,
3655638626,0386395240,2,
3655638626,0479815821,2,
3655638626,1973668724,3,
3655638626,2866295111,3,
3655638626,2918675273,2,
3655638626,3552796390,4,
3655638626,4091567305,2,
3655638626,4201027287,2,25
3655638626,4332659805,2,
3655638626,5038386362,2,
3655638626,5774766092,2,
3655638626,6585316279,2,
3655638626,7183629035,2,
3655638626,8185351527,3,
3655638626,8207899456,3,
3655638626,8399822608,2,
3655638626,8452344265,2,25
3655638626,9124869298,2,25
3655638626,9127235965,2,
3655638626,9900572834,2,
3655638626,9943567290,2,
3989284520,0479815821,4,103
3989284520,5774766092,3,103
4076304195,0479815821,4,103
4076304195,2866295111,2,
4076304195,5546775825,2,
4228196867,0479815821,2,103
5546775825,0479815821,2,
5546775825,0888901330,2,
5546775825,1052105939,2,
5546775825,2866295111,3,
5546775825,3552796390,3,
5546775825,4332659805,2,
5546775825,5032855400,2,
5546775825,5154832822,2,
5546775825,6116278565,3,97
5546775825,6502930399,2,
5546775825,7058697667,2,97
5546775825,7132269719,3,
5546775825,8207899456,4,
5546775825,9900572834,2,
5546775825,9979265126,2,
5638399531,3471054399,2,45
5734403746,0479815821,2,
5734403746,0490364721,2,
5734403746,0629339256,2,
5734403746,0888901330,6,
5734403746,2052541087,3,
5734403746,2580013965,2,115
5734403746,3475652501,2,
5734403746,3951145086,2,
5734403746,4023875963,2,115
5734403746,4345160771,3,
5734403746,4769877518,2,115
5734403746,5546775825,2,
5734403746,5554267915,2,
5734403746,6955475791,2,
5734403746,7132269719,2,
5734403746,7961400834,2,
5734403746,8207899456,3,
5734403746,8399822608,2,
5734403746,9384820819,2,
5734403746,9979265126,2,
6156743101,0479815821,2,103
6273313144,0479815821,4,103
6273313144,1722732755,3,103
6799303398,4451131520,2,103
6799303398,6273313144,2,103
6815073819,5774766092,2,103
7029082186,0479815821,5,103
7029082186,5774766092,3,103
7919329031,0479815821,3,103
7919329031,4076304195,2,103
7928524789,2866295111,2,21
7928524789,3258148996,2,21
7928524789,8044625002,2,21
8044625002,7928524789,3,21
8044625002,9681408739,4,21
8233609296,0716637322,2,114
8233609296,1958141952,2,114
8233609296,3552796390,2,
8233609296,9059626561,2,114
8599252560,4451131520,2,103
9095290749,0329757128,2,
9095290749,0479815821,5,103
9095290749,2481125082,2,
9095290749,2639271506,2,
9095290749,3552796390,3,
9095290749,4406061742,2,
9095290749,5774766092,3,103
9095290749,7132269719,2,
9095290749,7961400834,2,
9879796425,0479815821,6,103
9879796425,2866295111,3,
9879796425,4029339367,2,103
9879796425,5037295070,2,103
9879796425,5546775825,2,
9879796425,5774766092,2,103
0480134622,6747545179,2,116
6747545179,1407193644,2,
0484455927,7481398045,2,3
0488127880,3553212654,2,71
0488127880,7100883562,2,71
3553212654,1344306381,2,71
3553212654,2690462085,5,71
3553212654,3108297979,3,71
3553212654,3339813753,3,71
3553212654,3458429409,2,71
3553212654,5856036499,2,71
3553212654,6095740914,4,71
3553212654,6287172574,2,71
3553212654,7725672236,3,71
3553212654,8173082330,3,71
3553212654,9701639999,2,
3553212654,9900572834,2,
0490364721,0941734431,2,
0490364721,6502930399,2,
0490364721,7961400834,2,
0490364721,8411898039,2,
0493193711,8698467005,2,74
0494576250,3507288989,2,60
3507288989,1973668724,3,
