npi,pagerank,indegree,outdegree,community_id,doctor_self_pats,total_pats_in_community,total_doctors_in_community,total_links_in_community
5412810591,5.4835346227487394e-05,0.0,1.0,251,2,24,4,4
5416720879,5.4835346227487394e-05,0.0,12.0,59,2,75,43,123
5417041320,5.4835346227487394e-05,0.0,1.0,305,2,14,4,3
4709551513,0.00012496129316533067,2.0,0.0,305,8,14,4,3
5419361896,6.713917627880996e-05,1.0,5.0,2,10,583,89,361
5421041182,5.4835346227487394e-05,0.0,1.0,306,2,2,2,1
4624240479,0.00010158597751938291,1.0,0.0,306,2,2,2,1
5424568944,5.4835346227487394e-05,0.0,1.0,43,5,191,40,74
5427901803,5.4835346227487394e-05,0.0,1.0,30,9,247,58,268
5436472373,5.4835346227487394e-05,0.0,1.0,307,4,5,2,1
9850708459,0.00010158597751938291,1.0,0.0,307,3,5,2,1
5440209249,5.4835346227487394e-05,0.0,2.0,65,3,491,113,385
6114709817,7.821066187343515e-05,1.0,0.0,65,2,491,113,385
5441009386,5.4835346227487394e-05,0.0,1.0,308,3,5,2,1
7586949871,0.00010158597751938291,1.0,0.0,308,4,5,2,1
5443812746,6.578043057113185e-05,1.0,6.0,74,9,185,57,264
5014750889,7.513274591699026e-05,2.0,0.0,74,4,185,57,264
5450653990,5.4835346227487394e-05,0.0,5.0,37,2,34,25,62
5451644875,5.4835346227487394e-05,0.0,1.0,72,2,944,78,86
3979539114,6.981756174415422e-05,1.0,0.0,57,4,18,15,35
5458817181,5.4835346227487394e-05,0.0,2.0,163,4,55,20,73
1270251670,8.316304368811007e-05,1.0,0.0,149,2,96,28,62
1720464789,8.316304368811007e-05,1.0,0.0,149,3,96,28,62
8376098949,8.316304368811007e-05,1.0,1.0,149,3,96,28,62
5477011387,5.4835346227487394e-05,0.0,1.0,61,3,635,56,68
5478224668,5.4835346227487394e-05,0.0,1.0,22,2,500,61,114
5479116465,5.4835346227487394e-05,0.0,1.0,35,5,676,92,183
5482138528,5.4835346227487394e-05,0.0,1.0,52,4,683,87,389
5488120506,5.4835346227487394e-05,0.0,1.0,309,2,3,2,1
5061477955,0.00010158597751938291,1.0,0.0,309,3,3,2,1
5488877098,5.4835346227487394e-05,0.0,1.0,310,8,12,3,2
9758840812,0.00014833660881127843,2.0,0.0,310,6,12,3,2
